year,month,date,day,time,lineup,canceled,postponed,soldOut

2018,November,24,Sat,9:30pm,Carnage The Executioner | Toby Diligent | Bobby Vuelo | Cracka Don | The Fut,False,False,False

2018,November,25,Sun,5:00pm,Zach Sullentrup | Pizza Babe | Chase Schweitzer | Bar Attender,False,False,False

2018,November,25,Sun,9:30pm,Tropa Magica,False,False,False

2018,November,28,Wed,5:00pm,Doyle | Switchblade Saturdays | Sexually Aggressive Silverbacks | Brotherhood of the Mudkat,False,False,False

2018,November,29,Thu,7:00pm,Infinite Sadness a Smashing Pumpkins tribute | Flannel Fighters | Yohm Torke,False,False,False

2018,November,30,Fri,6:00pm,Billy Saffyre | The Wize Guy,False,False,False

2018,November,30,Fri,9:30pm,Total Request Mews,False,False,False

2018,October,2,Tue,7:30pm,Tiny Deaths | Zap Tura,False,False,False

2018,October,3,Wed,6:00pm,Nevada Nevada | Jordan Mayland | Campbell Desouza,False,False,False

2018,October,4,Thu,6:30pm,The Texas Chainsaw Massacre 2,False,False,False

2018,October,5,Fri,5:00pm,Vein | Judiciary | Fuming Mouth | Method,False,False,False

2018,October,5,Fri,9:30pm,Night Stories | Mona Muse | Goldblums,False,False,False

2018,October,6,Sat,7:30pm,David Liebe Hart | Chip The Black Boy | Whatever Your Heart Desires | The Future Babies | Bradley Unit,False,False,False

2018,October,7,Sun,5:30pm,The Golden Fleece | Condor  Jaybird,False,False,False

2018,October,8,Mon,6:00pm,Buhu | Less Poetry,False,False,False

2018,October,9,Tue,5:30pm,Wolf Skin | The Emblem Faction | Sexually Aggressive Silverbacks,False,False,False

2018,October,9,Tue,9:30pm,Angela Perley  The Howlin Moons,False,False,False

2018,October,10,Wed,7:30pm,Supersuckers | Squidboy,False,False,False

2018,October,11,Thu,8:30pm,B. Well | Lucien Parker  DJay Mando | Bravo | Fly Life | Syko,False,False,False

2018,October,12,Fri,6:00pm,Your Smith fka Caroline Smith | Baum | Karen Meat,False,False,False

2018,October,12,Fri,9:30pm,Frequency,False,False,False

2018,October,13,Sat,4:30pm,Bare Witness 4,False,False,False

2018,October,13,Sat,9:30pm,Trick Or Treat A Burlesque and Comedy Show,False,False,False

2018,October,14,Sun,5:30pm,Bike Thiefs | Iowa Junk | Origami Animals,False,False,False

2018,October,15,Mon,5:00pm,Cane Hill | Sharptooth | Afterlife,False,False,False

2018,October,16,Tue,7:30pm,SmithMcKay All Day w Jimmy Smith of The Gourds,False,False,False

2018,October,18,Thu,8:30pm,EGi,False,False,False

2018,October,19,Fri,5:30pm,Kosha Dillz | DevMo | Austin Fillmore | JSwin | Fraze,False,False,False

2018,October,19,Fri,9:30pm,Eldren | Groovy Mood,False,False,False

2018,October,20,Sat,5:00pm,Western Settings | Decent Criminal,False,False,False

2018,October,20,Sat,9:30pm,The Other Brothers | Moonrabbit | Strong Like Bear | Underlords of the Overworld,False,False,False

2018,October,21,Sun,5:30pm,Odds of an Afterthought | Ghostweight | Forget About Me,False,False,False

2018,October,22,Mon,7:30pm,Shaun Peace Band | Polygon Peach | Tribe,False,False,False

2018,October,24,Wed,8:30pm,Chnnll | Chase Schweitzer,False,False,False

2018,October,25,Thu,7:30pm,Mothers | Mega Bog,False,False,False

2018,October,26,Fri,5:30pm,Oxymorrons | Bonelang,False,False,False

2018,October,26,Fri,9:30pm,Goose Town | Karen Meat,False,False,False

2018,October,27,Sat,5:00pm,Blue Felix | Enemy X,False,False,False

2018,October,27,Sat,9:30pm,Night Stories Halloween Party | Land of Blood and Sunshine | The Vahnevants | DJ DJ Tanner,False,False,False

2018,October,29,Mon,7:30pm,The Body | Closet Witch | Idolist | Skin of Earth,False,False,False

2018,October,30,Tue,7:30pm,Curt Oren | Real Dom | Belly Eater | Goldblums,False,False,False

2018,October,31,Wed,5:00pm,Lunch Duchess | Goatfoam | Huxley Maxwell,False,False,False

2018,October,31,Wed,8:30pm,The Pack A.D. canceled | Dino Spumoni,True,False,False

2018,September,1,Sat,4:30pm,Abandoned By Bears | Boys of Fall | Light Up The Sky | Tanner Buckley | Too Far Off,False,False,False

2018,September,1,Sat,9:30pm,Comedy Explosion,False,False,False

2018,September,2,Sun,5:30pm,In The Company Of Serpents | Aseethe | Traffic Death,False,False,False

2018,September,2,Sun,9:30pm,Turbo Hype,False,False,False

2018,September,3,Mon,5:30pm,Quiet Oaks | The Future Babies | The Native,False,False,False

2018,September,4,Tue,7:30pm,Big Business | Skin of Earth | Blood Spell | Baracus,False,False,False

2018,September,5,Wed,8:30pm,Street Fight Radio,False,False,False

2018,September,6,Thu,5:30pm,The Hotelier | Crossing Tongues,False,False,False

2018,September,7,Fri,9:30pm,In The Whale | Pets With Human Names | Hookshot | Gleaner,False,False,False

2018,September,8,Sat,5:00pm,Gurnfest 5 | Cold Winds | Tha Fut | While God Sleeps | Phil and Kyra | Too Far Off,False,False,False

2018,September,8,Sat,9:30pm,Destroyer of Light | Druids | Dryad,False,False,False

2018,September,10,Mon,6:00pm,Small Houses | Call Me Music | Sam Moss,False,False,False

2018,September,13,Thu,7:30pm,The Maytags | Tomar and The FCs,False,False,False

2018,September,14,Fri,5:00pm,Hold For Swank | The 1408s | The Haunted Hallows | Alejandro Trevino,False,False,False

2018,September,14,Fri,9:30pm,Freequency,False,False,False

2018,September,15,Sat,7:00pm,Family and Friends | Walden,False,False,False

2018,September,16,Sun,5:00pm,Bad Omens | Arborists,False,False,False

2018,September,17,Mon,7:30pm,Candy Ambulance | The Sleepover | Crossing Tongues,False,False,False

2018,September,19,Wed,8:30pm,Sepiatonic,False,False,False

2018,September,20,Thu,5:00pm,Juiceboxxx | Coolzey | Moodie Black | Art Monk,False,False,False

2018,September,20,Thu,9:30pm,The Workshy,False,False,False

2018,September,21,Fri,7:00pm,Steve Hofstetter,False,False,False

2018,September,21,Fri,9:30pm,Adam  the Figurines | Foxholes,False,False,False

2018,September,22,Sat,6:00pm,Liz Vice | Propaganda,False,False,False

2018,September,22,Sat,9:30pm,Fresh Fighters Foo Fighters tribute | Release Pearl Jam Tribute,False,False,False

2018,September,24,Mon,7:00pm,Sam Morrow | Hannah Aldridge,False,False,False

2018,September,25,Tue,6:00pm,Muze Sikk,False,False,False

2018,September,26,Wed,7:30pm,Van William | SONTALK,False,False,False

2018,September,27,Thu,8:30pm,GoodcaT | The Future Babies | North By North | Patresa Hartman,False,False,False

2018,September,28,Fri,5:00pm,Hallow Point | Viscera | Final Vantage | Hallowed Hysteria,False,False,False

2018,September,28,Fri,9:30pm,Average Mammals | Superquiet | The Copper Smoke Trials,False,False,False

2018,September,29,Sat,7:00pm,The Cactus Blossoms | Adam Bruce,False,False,False

2018,September,30,Sun,7:30pm,Pleasures | Universe Contest | Good Morning Midnight,False,False,False

2018,August,1,Wed,6:00pm,Lucy Dacus | Deau Eyes,False,False,False

2018,August,2,Thu,7:00pm,George Shingleton,False,False,False

2018,August,3,Fri,5:30pm,D Campbell | 7 Minutes till Midnight | Harper and Lee,False,False,False

2018,August,3,Fri,9:30pm,Sauna Accident | Little Lizard | Greg Wheeler and the Polygamist Mall Cops | Quick Piss | Goldblums,False,False,False

2018,August,4,Sat,5:30pm,Superquiet record release party | The Copper Smoke Trials,False,False,False

2018,August,4,Sat,9:30pm,Dana Buoy | Land of Blood and Sunshine | Huxley Maxwell | On Sleep | On Heart,False,False,False

2018,August,5,Sun,7:30pm,Thelma and the Sleaze | The Vahnevants | Easy Fruit,False,False,False

2018,August,7,Tue,5:00pm,Izzy Dunfore | Seth Woods | Skattabrain,False,False,False

2018,August,7,Tue,9:30pm,The Artisanals,False,False,False

2018,August,8,Wed,5:00pm,I Set My Friends On Fire | Annisokay | 7 Minutes in Heaven | Cetana | TV Cop,False,False,False

2018,August,8,Wed,9:30pm,No BS Brass Band | Dan Tedesco,False,False,False

2018,August,9,Thu,5:00pm,The Dead Shakers | Perpetual Adolescence | Night Like This | Played Out,False,False,False

2018,August,9,Thu,9:30pm,Snailmate | Spacecamp | Life Spent Losing,False,False,False

2018,August,10,Fri,6:30pm,Comedy Duos,False,False,False

2018,August,10,Fri,9:30pm,The Bishops | Bleujack | Make Your Mark,False,False,False

2018,August,11,Sat,5:30pm,Wino | Xasthur,False,False,False

2018,August,11,Sat,9:30pm,Shock Treatment | Lyinheart | 3 Finger Betty | The Rumours,False,False,False

2018,August,12,Sun,5:00pm,Abstract | Dylan Reese | Ryan Oakes | Barb | Rhysy,False,False,False

2018,August,12,Sun,9:30pm,Dead Country Gentlemen | Longshadowmen | The Astro Bastards,False,False,False

2018,August,13,Mon,7:30pm,Black Tusk | White Nails | Vejita,False,False,False

2018,August,14,Tue,7:30pm,Incite | Aethere,False,False,False

2018,August,15,Wed,6:30pm,Kyle and Michaels Sonic Extravaganza,False,False,False

2018,August,16,Thu,6:00pm,Kristie Stremel | Summer Osborne,False,False,False

2018,August,17,Fri,6:00pm,Georgia  Maria | Katie Sin,False,False,False

2018,August,17,Fri,9:30pm,M34N STR33T | Goldblums | Ramona and the Sometimes | DJ DJ Tanner,False,False,False

2018,August,18,Sat,5:30pm,Wren Fione | Claire Kelly,False,False,False

2018,August,18,Sat,9:30pm,The Life and Times | Skin of Earth | Gleaner,False,False,False

2018,August,19,Sun,5:00pm,Microwave | Cant Swim | Drug Church,False,False,False

2018,August,19,Sun,9:30pm,Echo Beds | True Commando | Cult Play | Dryad,False,False,False

2018,August,20,Mon,6:00pm,TWRP | Planet Booty,False,False,False

2018,August,20,Mon,9:30pm,Time | Goatfoam | Huxley Maxwell,False,False,False

2018,August,22,Wed,6:00pm,Todd Kessler | Jason Walsmith of The Nadas,False,False,False

2018,August,22,Wed,9:30pm,Krish Mohan | Liss Victory,False,False,False

2018,August,23,Thu,7:30pm,The Stuff,False,False,False

2018,August,24,Fri,9:30pm,Winterland,False,False,False

2018,August,25,Sat,5:00pm,Together for Planned Parenthood | Lily DeTaeye | Sara Routh | Patresa Hartman | Lightcube | Honeycreeper,False,False,False

2018,August,25,Sat,9:30pm,Lamon Manuel | Skech185 | Toby Diligent | Midwest Matthew,False,False,False

2018,August,26,Sun,5:00pm,hed p.e. | Hallowed Hysteria | Sexually Aggressive Silverbacks | Freak Twent4 | Sinister Karnie,False,False,False

2018,August,27,Mon,7:30pm,Slim Cessnas Auto Club | Matthew James  the Rust Belt Union,False,False,False

2018,August,28,Tue,6:00pm,Muze Sikk,False,False,False

2018,August,29,Wed,8:30pm,Steve Ewing canceled | Gregg Ibbotson,True,False,False

2018,August,30,Thu,6:00pm,The Killing of a Chinese Bookie,False,False,False

2018,August,31,Fri,6:00pm,Wild Ponies,False,False,False

2018,August,31,Fri,9:30pm,Frequency,False,False,False

2018,July,1,Sun,4:00pm,Famous For A Day | Conman Economy | Of Brighter Skies | Lake of Fat Kids | Arent We All | Illegal Smile,False,False,False

2018,July,1,Sun,9:30pm,Pretty Please | Nostromo | Gleaner,False,False,False

2018,July,2,Mon,5:00pm,Social Repose | Secret Tree Fort | Switchblade Saturdays | Lake of Fat Kids | Potter,False,False,False

2018,July,2,Mon,9:30pm,Corn Smut | Flying Pig Fiddle and Banjo | The Dead Line String Band,False,False,False

2018,July,3,Tue,4:30pm,By the Thousands | In Search of Solace | The Emblem Faction | Desecrate Ethereal | Eternal Suffering,False,False,False

2018,July,3,Tue,9:30pm,Silver and Smoke | Michael Moncada and Whiskey High,False,False,False

2018,July,4,Wed,5:00pm,WarPlague | Traffic Death | Dryad | Say Uncle,False,False,False

2018,July,5,Thu,7:30pm,Chunk Norris,False,False,False

2018,July,6,Fri,10:30pm,Gloom Balloon | Karen Meat | Dana T,False,False,False

2018,July,7,Sat,10:30pm,Turbo Hype,False,False,False

2018,July,10,Tue,5:00pm,Middle Class Rut | Black Map | Hazer | No Good Deed,False,False,False

2018,July,10,Tue,9:30pm,Chew | Goldblums,False,False,False

2018,July,11,Wed,7:00pm,Electric Six | Mark Mallman | Easy Fruit,False,False,False

2018,July,12,Thu,8:30pm,Annalibera | IE | DJ Derry Dean  DJ Mona Bonez,False,False,False

2018,July,13,Fri,5:00pm,Landon Tewers of The Plot In You | Hotel Books | Manhattan Blockade | Arborists,False,False,False

2018,July,13,Fri,9:30pm,Frequency,False,False,False

2018,July,14,Sat,5:00pm,Emily Haavik  the 35s | Tribe | The Axolotls,False,False,False

2018,July,14,Sat,9:30pm,Violent Death Equipment | Deplorable Immaculacy | Dire Wake,False,False,False

2018,July,15,Sun,5:00pm,Typecaste | Tourniquet | Atonement | Foreign Hands | Method,False,False,False

2018,July,16,Mon,5:00pm,Traffic Death | Short Temper | Goldblums | Primal Breath,False,False,False

2018,July,17,Tue,6:00pm,Quiet Hollers | The Whiskee Shakes,False,False,False

2018,July,17,Tue,9:30pm,Masq | 3 Finger Betty | The Sleepover,False,False,False

2018,July,18,Wed,5:00pm,Within The Ruins | Buried Above Ground | Sentinels | The Emblem Faction | Left to Burn | Eternal Suffering,False,False,False

2018,July,19,Thu,6:00pm,Billy Saffyre | Will Tunink,False,False,False

2018,July,19,Thu,9:30pm,Space Dingus | Less Poetry,False,False,False

2018,July,20,Fri,5:00pm,Burlap The Sac | Aquamarine Dream Machine | Life Spent Losing | Played Out,False,False,False

2018,July,20,Fri,9:30pm,Total Request Mews,False,False,False

2018,July,21,Sat,8:30pm,The Candymakers | Bees,False,False,False

2018,July,22,Sun,5:00pm,Amerakin Overdose | Down One Digit | Alter Within,False,False,False

2018,July,24,Tue,8:30pm,Black Velvet | Bhagwan | Doom Serf,False,False,False

2018,July,26,Thu,6:30pm,Donnie Darko,False,False,False

2018,July,27,Fri,6:30pm,Stand With Planned,False,False,False

2018,July,27,Fri,9:30pm,One Bad Son | Hummingbird Horizon,False,False,False

2018,July,28,Sat,5:00pm,Lauren Sanderson | Sizzy Rocket | Jocelyn,False,False,False

2018,July,28,Sat,9:30pm,Rifflord | Son of the Morning | The Riff Raff,False,False,False

2018,July,29,Sun,5:30pm,Universe Contest | Pets With Human Names | Tough Ghost,False,False,False

2018,July,30,Mon,5:30pm,ST 37 | Goldblums | Jinnouchi Power,False,False,False

2018,July,31,Tue,7:30pm,Elliot Blaufuss | Patresa Hartman,False,False,False

2018,June,1,Fri,6:00pm,Froggy Fresh | Coolzey,False,False,False

2018,June,1,Fri,9:30pm,Dead Country Gentlemen | Jinnouchi Power | Longshadowmen,False,False,False

2018,June,2,Sat,2:00pm,Give What You Can Give  Documentary Premiere,False,False,False

2018,June,2,Sat,7:30pm,Honeycreeper ep release party | Lipstick Homicide | Ramona and the Sometimes | Greg Wheeler and The Polygamist Mall Cops,False,False,False

2018,June,5,Tue,8:30pm,The Insomniacs,False,False,False

2018,June,6,Wed,6:30pm,Lost In Translation,False,False,False

2018,June,6,Wed,9:30pm,Dead Hawk | George Bell | Heavy Gratitude | Fleeting Breath,False,False,False

2018,June,7,Thu,5:00pm,Not A Part Of It | Display Case | Make Your Mark | Illegal Smile,False,False,False

2018,June,7,Thu,9:30pm,Schiermann,False,False,False

2018,June,8,Fri,5:30pm,Iowa Junk album release party | Tough Ghost | Origami Animals,False,False,False

2018,June,8,Fri,9:30pm,Less Poetry album release party | Goatfoam | Pizza Babe,False,False,False

2018,June,9,Sat,6:00pm,The Hobo Squirrels | Perpetual Adolescence | Equal Parts,False,False,False

2018,June,9,Sat,9:30pm,Killing In The Name A Rage Against The Machine Tribute | Decadent Nation,False,False,False

2018,June,10,Sun,12:00pm,Brilliant Crafts and Wares Fair Summah Time,False,False,False

2018,June,10,Sun,7:30pm,Andrew Adkins | Lily DeTaeye | Andrew Droogsma,False,False,False

2018,June,11,Mon,7:30pm,LAV.ISH,False,False,False

2018,June,13,Wed,6:00pm,Devoted Transmutation A Mixed Media Showcase,False,False,False

2018,June,14,Thu,8:30pm,GGOOLLDD | Kiriko,False,False,False

2018,June,15,Fri,5:30pm,Sutphin | Gleaner | Dire Wake,False,False,False

2018,June,15,Fri,9:30pm,Frequency,False,False,False

2018,June,16,Sat,5:30pm,14th Anniversary Xerost8 Music Live | Fixx  Nixon | Dizzobay | DubYou | Quan Draper | GSeven,False,False,False

2018,June,16,Sat,9:30pm,J. Jeffrey Messerole | Mississippi Jake,False,False,False

2018,June,17,Sun,5:00pm,Bruise | Swing Low | Snake Eater,False,False,False

2018,June,17,Sun,9:30pm,a place both wonderful and strange | 8 Bit Cypher | Sisko Diq,False,False,False

2018,June,18,Mon,5:30pm,Snail Mail | Bonny Doon | Anna Burch,False,False,False

2018,June,19,Tue,5:00pm,Scylla | Repaid In Blood | Death By Disaster | Left to Burn,False,False,False

2018,June,19,Tue,9:30pm,Slow Caves | The Sleepover | Joe Bartel | Jinnouchi Power,False,False,False

2018,June,20,Wed,5:00pm,Syvers | Nella Thomas | Night Like This | Played Out Band | Cardboard Kingdoms,False,False,False

2018,June,20,Wed,9:30pm,Dagmar | The River Monks duo,False,False,False

2018,June,21,Thu,6:00pm,Drinking Pants Pageant,False,False,False

2018,June,22,Fri,6:30pm,Slime City a rap  comedy show,False,False,False

2018,June,22,Fri,9:30pm,Grave Gnosis | Agrinex | Deplorable Immaculacy,False,False,False

2018,June,23,Sat,2:00pm,Too Broke For The Arts Festival 2018 | TV Cop | Plagued Insanity | Red Enhancer | 3 Finger Betty,False,False,False

2018,June,23,Sat,9:30pm,The 4onthefloor | Danny Wolf | The Haunted Hallows,False,False,False

2018,June,24,Sun,7:30pm,David Ramirez  The Bootleg Tour live album recording | Matthew Wright,False,False,False

2018,June,25,Mon,7:00pm,The Posies | Terra Lightfoot,False,False,False

2018,June,26,Tue,5:30pm,Lunch Duchess | Pizza Babe | The Mimzees,False,False,False

2018,June,26,Tue,9:30pm,Onward | etc. | Andrew Hoyt,False,False,False

2018,June,27,Wed,8:30pm,Gaythiest | Maximum Mad | Gleaner | Blood Spell,False,False,False

2018,June,28,Thu,6:00pm,Jake Kemble | The Missing Letters,False,False,False

2018,June,29,Fri,6:00pm,Blues Du Jour,False,False,False

2018,June,29,Fri,9:30pm,Katie Costello,False,False,False

2018,June,30,Sat,6:00pm,The Plott Hounds | Lake and Lyndale,False,False,False

2018,June,30,Sat,9:30pm,A Film In Color | Tires | Ymir,False,False,False

2018,May,1,Tue,5:30pm,Dylan Boyle | Strong Like Bear,False,False,False

2018,May,1,Tue,9:30pm,David Dondero | Dino Spumoni | W. Foley,False,False,False

2018,May,2,Wed,8:30pm,The Ghost Wolves canceled | The Other Brothers,True,False,False

2018,May,3,Thu,7:30pm,Sexually Aggressive Silverbacks | Deviator | Vejita,False,False,False

2018,May,4,Fri,5:30pm,Kitten Forever | Royal Brat | Goldblums | Quick Piss,False,False,False

2018,May,4,Fri,9:30pm,Once  Future Band | Sires | The Riff Raff,False,False,False

2018,May,5,Sat,6:30pm,The Des Moines Comedy Roast Battle,False,False,False

2018,May,7,Mon,6:00pm,Youth in a Roman Field | Jayce Darrah | High School Girls,False,False,False

2018,May,8,Tue,6:00pm,Swimmer | Treesreach,False,False,False

2018,May,9,Wed,5:30pm,Satsang,False,False,False

2018,May,10,Thu,7:00pm,P.O.S | DJ Rowsheen | Serengeti,False,False,False

2018,May,11,Fri,5:00pm,Switchblade Saturdays | The Beat Seekers | The Zealots | Death By Disaster,False,False,False

2018,May,11,Fri,9:30pm,Frequency,False,False,False

2018,May,12,Sat,4:00pm,Doppleganger | The Emblem Faction | Viscera | Shaping Motion | Shattered Crown,False,False,False

2018,May,13,Sun,5:00pm,Trapt Unplugged | Easyfriend | Ezra Walker | J.B. Williams | Daniel Potter,False,False,False

2018,May,13,Sun,9:30pm,D. Clea | Kaleena,False,False,False

2018,May,14,Mon,5:00pm,Raven Black | Hail Sagan | Aboleth | Naked Soul | Star Biter,False,False,False

2018,May,16,Wed,6:00pm,Them Coulee Boys | River Glen,False,False,False

2018,May,16,Wed,9:30pm,Butter | GoodcaT | Pale Blue Erf,False,False,False

2018,May,17,Thu,5:30pm,Taylor Phelan | Mike Mains | Hummingbird Horizon,False,False,False

2018,May,17,Thu,9:30pm,Ohmme | Crooked Torus,False,False,False

2018,May,18,Fri,7:00pm,Josh Rouse | Jordan Mayland,False,False,False

2018,May,19,Sat,6:00pm,Cindy Alexander | Blues Du Jour,False,False,False

2018,May,20,Sun,12:00pm,Time Warp PopUp Show 2.0,False,False,False

2018,May,20,Sun,6:00pm,The Maension | TV Cop,False,False,False

2018,May,20,Sun,9:30pm,Bewitcher | 3 Finger Betty,False,False,False

2018,May,22,Tue,8:30pm,Actual Wolf,False,False,False

2018,May,23,Wed,5:30pm,Natascha Myers | Nicole Miller | Abby Beacom,False,False,False

2018,May,23,Wed,9:30pm,Taiyamo Denku | Toby Diligent wTouchnice | Soultru | Midwest Matthew,False,False,False

2018,May,24,Thu,5:00pm,The Red Jumpsuit Apparatus | Rivals | Five AM | Wenslow | Lake of Fat Kids,False,False,False

2018,May,25,Fri,5:00pm,Height Keech | ialive | Tha Fut | Iowa Junk,False,False,False

2018,May,25,Fri,9:30pm,Total Request Mews,False,False,False

2018,May,26,Sat,6:00pm,Smoke DZA canceled | Bodega Bamz | Jayy Grams | Juliano Dock | Teller Bank,True,False,False

2018,May,26,Sat,9:30pm,VHS Roadhouse Never Too Young to Die,False,False,False

2018,May,27,Sun,7:30pm,Cannibal Kids | In Rooms,False,False,False

2018,May,28,Mon,5:00pm,Insomnium | Unity | Shattered Crown | Jim Jones,False,False,False

2018,May,29,Tue,6:00pm,Nevada Nevada | The Port Authority | Campbell Desouza,False,False,False

2018,May,29,Tue,9:30pm,Deep Fayed | The Feel Right,False,False,False

2018,May,30,Wed,8:30pm,Joyann Parker | Diva and the Deacons,False,False,False

2018,May,31,Thu,7:00pm,Kyle Kinane | Sam Tallent | Dan Umthun,False,False,False

2018,April,1,Sun,6:00pm,Stephen Jay and Jim Kimo West | Stephen Jay | Jim Kimo West,False,False,False

2018,April,4,Wed,6:00pm,Zoofunkyou | Goose Town,False,False,False

2018,April,5,Thu,6:00pm,Bobby Messano,False,False,False

2018,April,6,Fri,5:30pm,Ed Schraders Music Beat | Goldblums | Greg Wheeler and the Polygamist Mall Cops,False,False,False

2018,April,6,Fri,9:30pm,The Gentlemens AntiTemperance League | Matthew James  the Rust Belt Union | Ryne Doughty,False,False,False

2018,April,7,Sat,5:30pm,Less Poetry | LittleBoyBigHeadOnBike | Chase Schweitzer,False,False,False

2018,April,7,Sat,9:30pm,Thollems Hot Pursuit Of Happiness | Jess V | Paul Hertz,False,False,False

2018,April,8,Sun,5:00pm,Lostboycrow with Prelow | DYSN,False,False,False

2018,April,9,Mon,7:00pm,The Last Bandoleros | Adam Bruce,False,False,False

2018,April,10,Tue,8:30pm,Scott Yoder | The Vahnevants,False,False,False

2018,April,11,Wed,8:30pm,S.N.A.F.U. | Skin of Earth | Broken Ones | Patient Zero,False,False,False

2018,April,12,Thu,8:30pm,J.D. Wilkes | Eric Kennedy | Matthew James  the Rust Belt Union,False,False,False

2018,April,13,Fri,5:00pm,Good Tiger | Icarus The Owl | Megosh,False,False,False

2018,April,13,Fri,9:30pm,Gosh | Ramona and the Sometimes | Pizza Babe,False,False,False

2018,April,14,Sat,7:00pm,Chastity Belt | Lala Lala | Hot Tang,False,False,False

2018,April,15,Sun,6:00pm,Delvon Lamarr Organ Trio | The Austin Brown Trio,False,False,False

2018,April,15,Sun,9:30pm,Witch Jail | Odd Pets | The Vahnevants | Greg Wheeler and The Polygamist Mall Cops,False,False,False

2018,April,17,Tue,5:30pm,SYCDVK | The Mimzees | GoodcaT solo,False,False,False

2018,April,17,Tue,9:30pm,Amplified Heat | Baracus,False,False,False

2018,April,19,Thu,5:30pm,Late Night Fights | Awakening Force | Journeys End,False,False,False

2018,April,20,Fri,5:00pm,Tires ep release party | Blood Spell ep release | Jinnouchi Power,False,False,False

2018,April,20,Fri,9:30pm,Frequency,False,False,False

2018,April,21,Sat,7:00pm,Dan Tedesco  Friends Birthday Jam | The Host Country | Josh Parks Davis | Patresa Hartman | Dan Trilk,False,False,False

2018,April,22,Sun,6:00pm,The Twilight Hours | Left is West,False,False,False

2018,April,22,Sun,9:30pm,TV Moms | Played Out | The August Guns | Night Like This,False,False,False

2018,April,23,Mon,8:30pm,The Native Howl | Superchief | The Other Brothers,False,False,False

2018,April,24,Tue,8:30pm,OC45 | Make Your Mark | 3 Finger Betty | The Sleepover,False,False,False

2018,April,25,Wed,5:00pm,Endless Reign | Time Keeper | The Rising Plague | Primal Breath,False,False,False

2018,April,25,Wed,9:30pm,Ben de la Cour | Andrew Hoyt,False,False,False

2018,April,26,Thu,5:30pm,There Will Be Blood,False,False,False

2018,April,26,Thu,9:30pm,Slow Stoics | Birdie Pie | Spencer Brown,False,False,False

2018,April,27,Fri,7:00pm,Unwed Sailor | Early Day Miners | The Autumn Project | Canby solo,False,False,False

2018,April,28,Sat,5:30pm,Gloom Balloon | Christopher The Conquered | Pink Neighbor,False,False,False

2018,April,28,Sat,9:30pm,Michael Leonard Witham | Bear Witness | Ryan O Rien | Taylor King,False,False,False

2018,April,29,Sun,4:00pm,No Victory | Sanction | Another One Dead | Vatican | Heavens Die | Chain of Command,False,False,False

2018,April,29,Sun,9:30pm,McKinley Dixon | Johnny Marz,False,False,False

2018,April,30,Mon,5:30pm,The Brazen Youth canceled | Adam Tell | Hummingbird Horizon,True,False,False

2018,March,1,Thu,8:30pm,Wiitch Tiit | Brooks Strause | Honeycreeper,False,False,False

2018,March,2,Fri,8:00pm,George Shingleton,False,False,False

2018,March,3,Sat,6:00pm,March Madness | DubYou | Austin Fillmore | JWin,False,False,False

2018,March,3,Sat,9:30pm,Traffic Death | Fastplants | Miners | Broken Ones,False,False,False

2018,March,4,Sun,4:00pm,Alterbeast | Inferi | Grindmother | Aethere | Guilty of Treason | Jim Jones,False,False,False

2018,March,5,Mon,5:00pm,Oceans Beneath Us | Speaking With Ghosts | Viscera | Doppelganger,False,False,False

2018,March,6,Tue,5:00pm,Tommy Traina canceled | Jaymoney Bro | ATG Duke | Prodagy | Carlos Devone,True,False,False

2018,March,7,Wed,6:00pm,The Show Is The Rainbow | Karen Meat | Bob Bucko Jr,False,False,False

2018,March,8,Thu,6:00pm,Vinyl Theatre | Vesperteen,False,False,False

2018,March,8,Thu,9:30pm,Angela Perley  The Howlin Moons | Equal Parts,False,False,False

2018,March,9,Fri,5:00pm,Ohmme | Glitter Density | Crooked Torus | Huxley Maxwell,False,False,False

2018,March,9,Fri,9:30pm,Oak House | Slow Caves | Kiriko,False,False,False

2018,March,10,Sat,5:00pm,Hold For Swank | Scouting Report | Hookshot,False,False,False

2018,March,10,Sat,9:30pm,Joe Kopel | Less Poetry | Zap Tura,False,False,False

2018,March,13,Tue,6:00pm,The Social Animals | River Glen solo,False,False,False

2018,March,14,Wed,7:00pm,Jeff Austin Band,False,False,False

2018,March,15,Thu,5:00pm,Allys Not So Sweet Birthday Bash 2 | Left of Reason | Awaiting The Gallows | Crestfallen Clairvoyant,False,False,False

2018,March,15,Thu,9:30pm,Anna Tivel | Jeffrey Martin | The Mimzees,False,False,False

2018,March,16,Fri,6:00pm,Ryan Caraveo | Abstract,False,False,False

2018,March,16,Fri,9:30pm,Frequency,False,False,False

2018,March,17,Sat,6:00pm,DucharmeJones Band,False,False,False

